repo	summary
alvarossantos/plugin-print	Junta print de região/tela cheia, OCR, pesquisa reversa por imagem e gravação de tela em um só painel, inspirado no "Region tools" do iNiR.
ALWEB2/robloxhacks	ALWAYS SAVE THEM IN DIFFERENT FILES AND EXECUTE THEM ONE BY ONE. OR IT WILL NOT WORK.
Alyxg1/Roblox-Capstone-Project	AlyxG1 - Alexander Guccione King-Lefthook - BrendleyCarey David350zz - David Itskov Agentry2 - Antwan Gentry Inocencio1025 - Rolando Inocencio
amahmood561/roblox-utils	macOS setup for a Roblox Studio development environment with Codex, Python, Node.js, Rojo, StyLua, Selene, and roblox-ts.
AmaranthineCodices/rbx-prop-types	This repository is no longer maintained. Check out t for a good replacement. The original README is below.
AmariRaptor/KaijuBattleRoblox	A thrilling kaiju-themed battle game where players can choose to be giant monsters or city defenders!
AmazingRocker/roblox-likes-api	This small Express app fetches the number of likes (upVotes) for a Roblox game using the Roblox Games API.
AmazingRocker/Roblox-Template	This is my standard Roblox project template.
amclosure-dev/roblox-update-tracker	Start by downloading the source obviously. Extract the source. Open a cmd inside the folder path. In the cmd run to install everything needed.
Amen-Script/stick	["Clothing"] = { "Roblox Breasts Clothing", "Roblox Shirt", "Roblox Butt Shirt", "Roblox Pants", },
AminGamer08/roblox	TrendSurge is a Roblox party experience designed for virality. Players ride the latest internet trends inside a neon-soaked arena, competing in rapid-fire challenges while showing off meme-ready cosmetics.
AminGamer08/robloxgame	A prototype for an idle sci-fi planet builder game on Roblox. Players terraform micro-planets, grow alien flora, harvest Stardust and upgrade technology.
amthius/BufNet	BufNet is not yet ready for production use. It has not undergone thorough testing and may be susceptible to bugs, errors, and other issues. Proceed with caution and use it at your own risk.
amthius/rojo-template	Template that I personally use for Rojo projects. rokit add rojo rokit add lune
amthius/Utility	Collection of useful utility for my projects.
AmuDevz/LuaUnit	You can just straight up copy the LuaUnit "Folder" and paste it into ur own project. This framework is also on the Roblox Creator Marketplace. View here
Anaminus/RxRoblox	An implementation of [ReactiveX][rx] for [Roblox][roblox].
anandhkumares/setup-roblox-project	Aftman Rojo Selene Stylua Rojo src/ ServerScriptService/ StarterPlayer/ StarterCharacterScripts/ StarterPlayerScripts/ default.project.json Selene Stylua Git
anapse/Thief-vs-Farmer-Roblox	¡Bienvenido a Thief vs Farmer! Un juego competitivo y divertido para Roblox donde los jugadores eligen entre dos roles opuestos: Granjeros y Ladrones.
anasM0hammad/ExciteBike-Roblox	A Roblox remake of the classic NES ExciteBike racing game.
anatoleoN1/roblox-game-stats-bot	A Node.js bot that tracks live statistics of any Roblox game and posts them into a Discord channel via a webhook.
andersonjhonatan/ConviteRoblox	Convite digital criado pela K2 Tech como uma experiência de aniversário em formato de jogo.
andreashofsta20/Stab-Combat	I started with this project around 6 months ago and have gotten a long way but still lots left to do.
Andrei-TC/rblxGame	This project aims to create a Metin2-inspired MMORPG (Massively Multiplayer Online Role Playing Game) that immerses players in a vast fantasy world filled with adventures, challenges, and friendship.
AndreiPabiarzhyn/roblox-game-m4l1-aura	Статический 3D-конструктор Roblox-аур на Three.js.
AndreMarchiori/woodEchoes-luau-project	A survival game on roblox platform made to learn more about game development
andrepaganotto/clublox	This sets the guide for naming when iterating through any key/pair table values
AndreRojasMartinsson/rbxts-class-validator	A tiny, decorator-based validation + coercion + transform library for roblox-ts / Luau, heavily inspired by how class-validator does validation and "Zod-ish" pipelines.
andreslopezze2011-a11y/robloxconnect	A simple WebSocket-based remote control panel hosted on Render.
andrewalmohtasibai-prog/CloudRush	Sprint Sonic-style across an endless dreamy sea of clouds that **bloom into colour as you move.
andrewd-young/BobaSim	Rojo for syncing filesystem code into Roblox Studio. Rokit for pinning local Roblox development tools. Luau Language Server for type checking and editor intelligence. StyLua for formatting. Selene for linting.
andrewens/roblox-console	An embeddable console GUI which you can write programs for.
andrewtdiz/RobloxStarterTS	Use this repo to get started with Roblox typescript blazingly fast.
andreyshindler/rblox_1st	A stage-based obby (obstacle course) starter game for Roblox, built with Rojo. The entire obstacle course is generated **in code at server startup** — no manual Studio building required.
andrian-syh/roblox-activity-logger	Internal tool. A Roblox Studio plugin that records what each developer does while editing and sends it to one shared Google Sheet, so any change can be traced back to the machine and person that made it.
AndriyBabiy/giveago-roblox	A starter template for building Roblox games using Rojo + Claude Code with an agentic, AI-assisted workflow. Build moving platform puzzles, checkpoint systems, and more with guided AI assistance.
andrvew/ROBLOX	welcome to my roblox repository (work in progress)
andylin2004/RobloxStudioMobile	A tryhard Roblox Studio port on iPadOS. Probably won't get into the light of day because Rojo and Working Copy exists.
AngrySalt/Roblox-GamerScore-Extension	⚠ This extension uses its own id to load the logo, when importing it to chrome, make sure to set the variable to the new id ⚠ Roblox GamerScores is a chrome extension that allows you to see player's "GamerScores", …
AnhEmTu/SourceBypassRoblox	For further assistance, join our support community on Discord: ????!!!!
anhvipx266/roblox-chain	version: 2.0.5 Là một tập các Chuỗi xích lệnh, giúp đưa logic mã về dạng chuỗi Là Object có cấu trúc tương tự nhau, clone từ Chain - Main Class - - Gọi và kết nối function và tham số nối tiếp nhau(thuận tiện khi gọi …
anishsrikar-ae/Roblox-Projects	This repo contains all my projects and example code snippets for the sake of a portfolio.
anjufehno/Roblox-programeerimine	Multilingual frontend website for a Roblox Studio coding school for children aged 6–15. Built with vanilla HTML, CSS and JavaScript to keep the project lightweight and framework-independent.
annguyen1122/RBLX-aac-testing	the demo file doesnt really work since it relies on the roblox databases, so if you want to see a demo check it out on the roblox website:
AnotherSubatomo/fount	Font rendering and font file parsing in pure Luau
anpirom/Testing	this is a passion project inspired by Anime Eternal and Anime Chanpions
AnsibleMage/Roblox_Logic_Jump	An extreme sky platformer game on Roblox -- jump across 25 high-altitude platforms in a premium forest environment and compete for the fastest time.
antoniofernandodj/roadmapia	Gera roadmaps, cursos ou guias sobre qualquer assunto — mas não de um prompt só: o app primeiro entrevista você sobre o tema, com perguntas que a própria IA formula a partir do que você digitou, e então **escreve a obra …
antoniofernandodj/youtube	Um cliente desktop de YouTube com glacier-ui: busca, "em alta", canal e comentários são uma UI nativa própria, consumindo a API de Dados do YouTube v3; assistir abre a página de verdade do YouTube numa webview nativa …
antony2432/mmoRoblox	Proyecto de un RPG/MMO estilo WoW. El código se sincroniza con Roblox Studio usando Rojo.
AntSAmE/RobloxSmoothText	A robust Roblox module for creating high-quality text cutscenes with stunning animations and complete customization options.
Anuelem/Roblox-Multi-instance	needs to be ran as admin for it to work (if it works it works is my motto 😭)
AnujanKopu/RobloxAIAssetGenerationTooling	Tooling experiments for AI-powered low-poly 3D asset generation for Roblox Studio
anuragravi2020/Roblox-Game-Scripts	Football Kicking Simulator is a Roblox game where players kick a ball, score goals, and earn in-game cash to progress through a 104-item cosmetic shop across four gear categories.
anya1264/roblox-ai-uploader	Web app che permette di autenticarsi con Roblox tramite OAuth2 e, in seguito, generare o caricare asset 3D direttamente nel proprio account Roblox.
anzordatunasvhili-beep/Roblox_Academy_Rowix	A full-featured, production-ready Learning Management System for teaching Roblox Studio and Lua/Luau game development.
aoshychang123-hue/rpg-roblox	This repository contains the server-side scripts and module setup for a Roblox RPG project.
ApexSoftware45/AnimeEvolution	Anime Evolution is a multi-layered Roblox game project that reflects practical software engineering principles in a real, published-style production environment.
Aplisis/Roblox-Deployement-Tool	This is a simple roblox version "rewinder", it uses weao.xyz api to get the previous roblox version and uses setup.rbxcdn.com to install the previous roblox version. You will find your rewinded version in your desktop.
Apolloisman/Roblox-Game	Complete automation pipeline for Blender and Fusion 360 models to Roblox Studio with GitHub integration.
apollycn/Lune-Sync	Lune Sync is a Luau script made with Lune for syncing your project to Roblox Studio, even offline.
aportuguezcr2016-ai/nuestro-hilo-rojo1	Sube el contenido a un repositorio de GitHub y activa GitHub Pages.
apple101012/fortress-tictactoe-game	Dark red fortress-themed Roblox TicTacToe project managed with Rojo and Rokit.
aprendemx/roblox	Versionado y saneamiento de tres mapas de Roblox entregados por la institución: mapa, laberinto y parkour.
aqeelahcodes/Luau-Vacation-Experience	Markets the user to take a vacation to Hawaii A simple static page
AquaJo/window-docker-pipe-for-roblox-starter	This is a tool that enables working on Roblox-Projects using RobloxStarter inside of docker, so you don't need to install much of the required tools.
ar1537144-eng/roblox-GameSettings.lua	-- Game Variables GameSettings.intermissionDuration = 5 GameSettings.matchDuration = 90 GameSettings.minimumPlayers = 2 GameSettings.transitionTime = 5
