repo	stars	forks	created	pushed	lang	license
3makin/memoize	0	0	2026-01-16	2026-01-16		MIT
3makin/panther	0	0	2026-01-14	2026-01-15	Lua	MIT
3meraldK/ron-formabler	0	1	2021-05-22	2024-07-29	JavaScript	
3nav/LuauArraylist	0	0	2026-03-22	2026-03-23	Lua	
3nf94Cmnds/Hauerneuf	0	0	2025-07-25	2025-07-25	Lua	
3q6/QPS	0	0	2021-11-10	2021-11-10		
3q6/RobloxPX	0	0	2021-11-13	2021-11-13	Lua	
3Radiant/dubstepgun	0	0	2023-12-02	2023-12-02		
3rocodeFR/EasyAdmin-Roblox	0	0	2026-04-11	2026-04-11		
3S63/Lair	0	0	2023-03-30	2023-03-30		
3xjn/fallow-luau	0	0	2026-08-15	2026-08-15	Rust	
3xjn/limn	0	0	2026-07-29	2026-08-07	Luau	
3xjn/roblox-client-mcp	0	0	2026-07-28	2026-08-30	TypeScript	
3xp0x3d/Horus	0	0	2026-08-18	2026-09-02	Luau	CC0-1.0
3xpluto/ezrobloxapi	0	0	2026-01-30	2026-01-30		MIT
3xpluto/roblox-clean-architecture-template	1	0	2025-12-13	2025-12-13		MIT
3xpluto/roblox-license-backend	1	0	2025-12-13	2025-12-13	Rust	NOASSERTION
3xpluto/roblox-py	0	0	2025-12-20	2025-12-20		
404EdNotFound/Aim-Trainer	1	0	2025-08-24	2026-08-10	Python	MIT
404khai/GojoSkill	0	0	2026-01-12	2026-01-12	Luau	
404khai/RobloxProject	0	0	2025-10-18	2026-01-12	Luau	
404notfound229/Neverlose-watermark-lua	0	0	2025-05-07	2025-05-07		
404NotFoundIndonesia/roblox-dasar-binatang-kau	0	0	2026-06-14	2026-06-14		
404NotFoundIndonesia/roblox-kang-parkir	0	0	2026-05-03	2026-05-04	Lua	MIT
40xtr0t/OwOify	0	0	2026-02-05	2026-02-05		
41808/PcRoblox	0	0	2026-07-24	2026-07-24		
4222113-netizen/Luau-coding	0	0	2026-05-01	2026-05-01		
42moo/yuzora_free	0	0	2025-05-03	2025-05-03		
432465trh/Sripts	0	0	2026-03-18	2026-03-18		
4343king/Grow-a-pet-website	1	0	2025-11-15	2025-11-15		
444lifes/testimoni-roblox	0	0	2025-12-21	2025-12-21	JavaScript	
44h7v8sfy9-cmyk/Scripting-on-roblox	0	0	2026-06-25	2026-06-25		
45pv/rbx-tracker	0	0	2026-01-20	2026-01-21	C++	MIT
467760606/jangbogo	0	0	2026-08-27	2026-08-28	JavaScript	
47rooks/hxluau	0	1	2025-10-13	2026-02-16	Haxe	MIT
47rooks/luau-examples	0	0	2026-02-16	2026-02-16	Luau	
4812571/fractional	0	0	2026-04-18	2026-04-18	Luau	
4812571/graph	1	0	2023-03-04	2023-03-06		
4812571/observe	2	1	2023-02-16	2026-08-28	Luau	
4812571/roblox-packages	0	0	2023-03-06	2023-03-06		MIT
4amer/RobloxYGBase	0	0	2024-06-04	2024-06-05	C#	MIT
4CBIIIHUK/gamerbx	0	0	2026-09-22	2026-09-22	Luau	
4e1n/Roblox-Rare-UserName-Generator	0	0	2022-09-10	2022-09-12		
4eexx/Nimbus-ecrew-portal	0	0	2025-10-05	2025-10-05		
4few/notruf-game	0	0	2026-09-09	2026-09-09	JavaScript	
4frRocks/encryption	0	0	2023-01-14	2023-01-14		CC0-1.0
4gh9/Multiple-Roblox-Open	0	0	2022-09-09	2022-09-09	C#	
4idn/Roblox-Flash	0	0	2021-07-25	2021-07-25	Python	
4idn/RoHunter	0	0	2020-06-25	2021-01-30	Python	
4kromm/SPYGAME	0	0	2026-08-10	2026-08-10		
4lysfield-hash/discord-roblox-vip	0	0	2026-02-22	2026-02-22	JavaScript	
4m53/Striked-Laucher	0	0	2022-02-12	2022-02-12		
4murHYKLOSA/Scriptland	0	0	2025-03-27	2025-03-28		
4n0nym0us330/Utrecht-Roleplay-Roblox	0	0	2026-05-06	2026-05-06	CSS	
4nticyber/Roblox-Events	0	0	2022-07-15	2022-07-15		
4or0/rizz-window	1	0	2024-09-11	2024-09-11	C++	
4pandaco-bot/CASTLE-SIEGE	0	0	2026-08-24	2026-08-24		
4Raul/luau-script-projects	0	0	2022-10-07	2023-03-19	Lua	
4RR6R/CustomUI	0	0	2025-06-18	2025-06-27	Luau	
4RR6R/Survive-in-Area-51	1	1	2024-07-04	2024-10-19	Lua	Apache-2.0
4rxx/rocheck	0	0	2026-06-17	2026-06-17		
4sakenme/Luau-for-example	0	0	2026-06-07	2026-06-07	Luau	
4steveh/RobloxRPG	0	0	2026-06-13	2026-08-01	Luau	NOASSERTION
4teapo/luau-lsp-proxy	1	1	2025-06-20	2025-06-21	Rust	MIT
4teapo/tree-sitter-luau-comments	0	0	2025-06-03	2025-12-13	C	MIT
4teapo/zed-luau	69	9	2024-06-17	2026-06-28	Rust	MIT
4thAxiz/4thAxis-Luau-Style-Guide	3	0	2021-05-03	2021-10-17		
4U0/ROBLOX-Group-Member-Notifier	1	1	2021-09-29	2021-09-29	Python	
4uaw/symbolhub	0	0	2025-06-17	2026-06-09		BSD-2-Clause
4ut/Roblox-Discord-Widget	1	0	2026-07-03	2026-07-03	Python	
4vamp6/roblox-gui-epic	0	0	2022-12-06	2022-12-10	Lua	
4x1os/Lua-Portfolio	0	0	2025-10-20	2026-06-21	Luau	
4x8Matrix/cli-parser	1	0	2025-08-31	2025-09-05	Luau	MIT
4x8Matrix/Console	1	0	2023-03-11	2023-06-15	Lua	
4x8Matrix/dev-suite	22	1	2024-09-29	2025-02-18	Luau	MIT
4x8Matrix/Discord-Agent	0	1	2024-06-23	2024-07-05	Luau	
4x8Matrix/Emoticon-Reporter	0	0	2023-05-31	2023-05-31	Lua	
4x8Matrix/gnome-luau	1	0	2024-09-14	2024-09-14	Luau	MIT
4x8Matrix/gym-app	0	0	2025-08-16	2025-09-07	Luau	
4x8Matrix/Hoku	1	0	2024-12-29	2024-12-31		MIT
4x8Matrix/Infinity-AntiCheat	9	2	2022-06-11	2022-07-01	Lua	
4x8Matrix/Luau-OpenGL	0	0	2024-12-29	2024-12-31	Luau	MIT
4x8Matrix/ollama-luau	0	0	2025-04-13	2025-06-07	Luau	MIT
4x8Matrix/OutSi-TS-Plugin	2	1	2023-01-03	2023-01-12	TypeScript	MIT
4x8Matrix/Rbx-Sound	0	0	2023-01-31	2023-03-04	Lua	Unlicense
4x8Matrix/Roblox-Boilerplate	0	0	2024-06-28	2024-06-28		
4x8Matrix/sandbox-luau	6	0	2025-05-01	2025-05-06	Luau	MIT
4x8Matrix/State	1	0	2023-05-26	2023-11-15	Lua	
4x8Matrix/Studio-Experience	0	0	2024-06-08	2024-06-08	Lua	
4x8Matrix/studio-themer	0	0	2026-09-19	2026-09-19	Luau	MIT
4x8Matrix/tui-luau	0	0	2026-04-20	2026-04-21	Luau	MIT
4x8Matrix/VoiceChat-SDK	1	0	2023-08-10	2023-08-10		
4x8Matrix/VoiceChatSDK	2	2	2022-06-09	2022-06-09	Lua	
4x8Matrix/wally-packages	5	2	2023-11-18	2025-10-14	Luau	MIT
4x8Matrix/Wally-Plugin	3	0	2023-09-17	2023-10-21		
4xMSAA/la-bomba-sweeper	0	0	2024-02-28	2024-02-28	Lua	
4ysg/Roblox-unblocked	1	8	2023-12-19	2023-12-19	Shell	
4zzi/luau-compiler	3	0	2025-11-14	2026-03-07	C++	MIT
50ksubsnovideoslol-wq/Roblox-Audio-Downloader	0	0	2026-04-12	2026-04-12	TypeScript	
534uerbratbrat/pookiemusic	0	0	2026-08-27	2026-08-27	Luau	
53845052/roblox-uis	2	1	2026-02-22	2026-03-03	Lua	GPL-3.0
5414-collab/roblox	0	0	2025-09-19	2025-09-19		
54408mj07-sudo/roblox-ai-server	0	0	2026-03-02	2026-03-02	Python	
560h/VercelBagged	0	0	2025-02-08	2025-02-08	Python	Apache-2.0
59-61/roblox	1	3	2024-05-14	2024-03-05		Apache-2.0
59Codings/VapeLib	0	0	2026-04-05	2026-04-05	Lua	
59w59/skills-roblox	0	0	2026-06-26	2026-06-26	Python	
5ch1z0/roblox-rco	0	0	2023-08-03	2024-08-14	Batchfile	MIT
5oatree/Tsunami-System-Luau-Script	0	0	2026-07-19	2026-07-19		
5q4i/My-archive	0	0	2025-12-12	2025-12-12	Luau	
5reka/StateService	1	0	2026-07-02	2026-07-03	Luau	MIT
613222/Roblox	1	0	2024-02-15	2024-06-10	Lua	
61netpa/Material-for-Roblox	0	0	2025-07-06	2026-07-27	CSS	
61taara-droid/roblox-image-drawing-server	0	0	2026-09-05	2026-09-05	Lua	
620nm/tales-from-space	0	0	2026-08-27	2026-09-23	Luau	
633hudi/good-roblox-games	0	0	2025-12-30	2025-12-30		
63square/golua	0	0	2026-05-14	2026-05-14	Luau	NOASSERTION
64DJ/dev2-discord-bot	0	0	2026-08-28	2026-09-02		
64kjoey107/Cursedrexy	0	0	2024-03-17	2024-03-17	HTML	
64kun/V3rmillion-Archive-Explorer	10	0	2026-03-14	2026-03-15	Python	MIT
6531503070/EOM	0	0	2024-11-05	2024-11-05	Luau	MIT
6531503070/fastShuffle	0	0	2024-08-13	2025-05-27	Luau	MIT
6531503070/MessagingManager	2	0	2024-10-03	2025-06-29	Luau	MIT
6531503070/ProcessReceipt	0	0	2024-11-12	2025-02-28	Luau	MIT
6531503070/Quid	1	0	2025-06-26	2025-06-27	Luau	MIT
6531503070/UID	0	0	2025-05-20	2025-05-20	Luau	MIT
657qzwvxfp-glitch/2006-Roblox	0	0	2026-01-16	2026-01-16		
6702iarie/midi-roblox	0	0	2026-06-06	2026-06-06	Python	
6721207049-sys/roblox-ghost-hunting-game	0	0	2026-09-10	2026-09-10		
673r/OracleUI	0	0	2025-08-10	2025-08-11		GPL-3.0
67564564643/Blender-FBX-Armature-Manager	0	0	2025-08-21	2025-10-26	Python	GPL-3.0
67676767-debug/robloxstudi	0	0	2026-03-25	2026-04-12	HTML	
67801/Chat	0	0	2026-07-10	2026-08-04		
6elif/TheForgeChallenge	0	0	2026-04-29	2026-05-28	Luau	MIT
6ExIsSkid/Godbullet-DH-	0	0	2021-04-01	2021-04-01		
6ixfalls/RPresence	1	1	2021-08-04	2022-09-19	TypeScript	GPL-3.0
6ixfalls/sync-in-roblox	0	0	2021-10-06	2023-03-03	TypeScript	GPL-3.0
6KmG/Stat-calculator-for-DBZ-Final-Stand	0	0	2024-03-22	2024-03-23	Python	
6man7go-bot/roblox-engine-x	1	0	2026-01-25	2026-01-25	Shell	
6ojo/windyhelper	0	0	2026-03-08	2026-05-25	Python	MIT
6qbygttk6y-ship-it/Mi-script-para-roblox	0	0	2025-10-18	2025-10-18		
6rfxn/Unique-ID-System	2	0	2025-11-22	2025-11-26	Luau	
6usss/roblox-opti	0	0	2026-05-13	2026-05-16	C#	
6wrld/roblox-server-proxy	0	0	2025-11-12	2025-11-16	JavaScript	
6xatz/rbxsilent	0	0	2026-08-28	2026-08-28	Python	MIT
6xvl/robloxstudio-mcp-server	0	0	2026-05-25	2026-08-24	TypeScript	MIT
6y57uhhi/README	0	0	2024-02-24	2024-02-24		CC0-1.0
6zhwn8ff2t-hash/NexoVira	0	0	2026-09-05	2026-09-05	HTML	
7-linn/scrapes	0	0	2026-07-01	2026-09-13		
7-Nyx/roblox-systems	0	0	2026-04-18	2026-04-18	Lua	
707soulsz/roblox-	0	0	2025-04-19	2025-04-19		
7173-STUDIOS/rant-maker	0	0	2025-12-29	2025-12-29	HTML	MIT
72sevenzy2/chaosity-matchmaking-system	3	0	2025-11-02	2025-11-08	JavaScript	
72sevenzy2/hyperque	2	0	2025-10-21	2026-01-13	JavaScript	MIT
753eml/GTDv1	0	0	2025-09-07	2025-10-09	Luau	
753eml/Midnight-Chasers	0	1	2025-10-12	2025-11-27	Luau	
762x38/texturelessfps	0	0	2024-02-11	2024-02-12		
777Marka/RobloxGenelKomutlar	0	0	2026-03-19	2026-03-19		
779ROBLOX/Custom-Movsest-From-779ROBLOXSER	0	0	2025-05-29	2025-05-29		
77Frags/Roblox-Projects-and-Scripting	0	0	2020-04-27	2020-04-27		
77Reyzox/nebula-client	0	0	2026-07-01	2026-07-01		
78n/DataToCode	2	1	2025-06-09	2025-07-25	Lua	MIT
7ambuu/JambuFish-Store---Cloud-Based-E-Commerce	0	0	2026-01-08	2026-01-18		
7carved/Navigator-Module	1	0	2025-12-18	2025-12-18	Luau	
7dewoN/Roblox-Hane	0	0	2026-09-16	2026-09-16	HTML	
7E57/blox-join	0	0	2023-08-21	2023-09-06	Python	
7E57/UWP-Game-Jumper	0	0	2023-05-30	2023-07-18	Lua	
7evend-dev/RobloxPCCheck	0	0	2026-05-31	2026-06-01	PowerShell	
7GrandBadPNG/AuroraForRoblox	0	0	2023-06-29	2023-06-29		
7GrandDadPGN/VapeV4ForRoblox	77	216	2025-02-14	2026-09-24	Lua	CC0-1.0
7gups/Jonfield-Korone-Apks_VANILLA	0	0	2025-11-03	2025-11-08		
7ih/FE2-TAS-Tools	2	1	2022-08-07	2026-08-08	Lua	
7kAndyy/shiny-succotash	0	0	2026-03-30	2026-05-19	Luau	
7kayoh/cleaner-roblox-css	0	0	2022-08-16	2022-08-16	CSS	MIT
7kayoh/discourage-me	0	0	2021-02-24	2021-12-29	Lua	MIT
7kayoh/feather-roblox	7	6	2021-03-15	2022-08-27	Lua	MIT
7kayoh/hander	0	0	2021-04-19	2021-04-26	Lua	MIT
7kayoh/Lydie	29	3	2024-04-21	2026-08-13	Luau	NOASSERTION
7kayoh/RobloxStudioIcons	5	1	2022-01-16	2022-01-25		MIT
7kcy/roblox-update-bot	0	0	2026-03-21	2026-03-22	JavaScript	
7L-Software/fontlib	5	0	2026-09-03	2026-09-03	Luau	MIT
7mmda/AL7DOD-CITY-RP	0	0	2025-10-14	2025-10-14	JavaScript	
7n7o/roblox-project-template	1	0	2026-04-09	2026-04-18	Shell	
7nfy1055-hub/automation-for-last-letter	0	0	2026-06-27	2026-06-27	Python	MIT
7pedrich/mandioca	1	0	2026-05-26	2026-06-25	Luau	MIT
7pedrich/minesweeper	1	0	2026-02-26	2026-02-27	Luau	
7pedrich/sav	1	0	2026-06-26	2026-06-26	Luau	MIT
7sim/hexhead	1	0	2024-08-06	2024-08-06	Python	MIT
7UKECREAT0R/ability-wars-service	1	2	2025-03-31	2026-08-14	Java	MIT
7z99/ConeDragger	2	0	2024-09-20	2024-09-20	Luau	Unlicense
7z99/luau-style-guide	0	0	2023-02-05	2023-02-05		
7zdv7cbb9h-lang/Npc-Pathfinder-Roblox	0	0	2026-07-16	2026-07-16	Lua	NOASSERTION
80-carry/mind-palace	0	0	2025-10-05	2025-10-05		
800Sergio008/SimpleMath	1	0	2026-09-23	2026-09-24	Luau	MIT
80b/RobloxStudioPresence	0	0	2020-11-16	2020-11-16	Python	
81117105108108/Roblox-Luau-Style-Guide	0	0	2026-09-20	2026-09-20		GPL-3.0
812737218368h7zdz1h092d/Scripts-i-use-for-Roblox	0	0	2023-07-05	2023-07-05	Lua	
838288383838383/rsweb	0	0	2026-09-22	2026-09-22	TypeScript	MIT
8383838338/lek-eier	0	0	2023-11-18	2023-11-18		
842m/Feather-Admin	0	0	2022-09-25	2022-09-13		GPL-3.0
84g4js6pbr-web/robloxxx.comm	0	0	2026-08-24	2026-08-24	HTML	
852DuartePls/RobloxMusicSubmission	2	0	2023-09-30	2023-09-30	Lua	MIT
87557744/WIS-scool	0	0	2026-08-01	2026-08-01		
88lkk/Pandaware	0	0	2026-09-06	2026-09-15	Lua	
890su/roblox_maxclassicalgame	0	0	2026-07-12	2026-08-25	Lua	
89618678808/just-ragdoll-script	0	0	2024-11-13	2024-11-13		
89jeh/ChatgptRep	0	0	2026-02-25	2026-02-26	Luau	
89vn/imgui-roblox	0	0	2026-01-18	2026-01-18	Lua	
8ava/insono	0	0	2024-08-09	2024-08-09	Lua	
8ava/jCameraDirt	0	0	2024-09-03	2024-09-04	Lua	
8ava/resignal-roblox	0	0	2023-03-29	2023-03-29	Lua	
8ava/roblox-localized-player-communication-channels	0	0	2023-03-30	2023-03-30	Lua	
8ava/scp-cb-robloxclone	0	0	2023-03-29	2023-03-30	Lua	
8ch32bit/AntiMaliciousAnimsTemplate	0	0	2025-02-09	2025-02-09	Luau	
8ch32bit/luau-bitbuffer	1	0	2025-01-06	2025-02-20	Luau	MIT
8ch32bit/luau-permissions	1	0	2025-02-20	2025-02-20	Luau	MIT
8ch32bit/MockSignal	2	0	2023-10-13	2025-01-19	Luau	MIT
8ch32bit/rbx-enum	0	0	2025-01-18	2025-01-18	Luau	MIT
8ch32bit/rbx-zone	2	0	2024-12-04	2025-01-11	Luau	MIT
8ch32bit/ReplicatedTweening	3	1	2024-09-23	2025-02-05	Luau	
8damon/TASX-Roblox-Optimizer	4	2	2025-03-25	2026-08-15	C++	MIT
8endit/roblox-topdown-arena	0	0	2026-06-02	2026-06-02	Lua	
8jbgkmxpx9-ui/viboravx.github.io	0	0	2026-09-14	2026-09-14		
8onar/Simple-Roblox-Arty-calculator	0	0	2026-04-04	2026-04-04	C#	Unlicense
8one4/uis	1	1	2025-09-29	2025-09-29	Lua	
8ryl/Chess	0	0	2025-07-08	2025-08-03	Luau	
8t3/8t3-admin	0	0	2017-03-30	2017-03-30		
8Theo8/fate-pass-proxy	0	0	2026-05-22	2026-05-26	JavaScript	
8uv/roblox-chat-color-js	0	0	2023-11-28	2023-11-28	JavaScript	
901wia/roblox-console-logger-ui	0	0	2026-09-04	2026-09-04	Luau	
9029Maple/MapleGUI	0	0	2022-08-08	2022-08-09		MIT
921starfish/unit-for-luau	2	0	2025-12-28	2025-12-29	Luau	MIT
92opoku-dev/blessing	0	0	2026-01-05	2026-01-05		
930868/Animation-Player-Module	0	0	2025-12-01	2025-12-02	Luau	
930868/Physics-Module	0	0	2025-12-02	2025-12-02	Luau	
9382/rbhop-manual-ap	0	0	2026-01-27	2026-03-19	Python	
951237/roblox_build_city	0	0	2022-10-23	2022-10-26		
962900862/roblox-piano-practice-resources	0	0	2026-07-23	2026-07-23		
997616475/Beatriz-	0	0	2024-02-26	2024-02-26		
999interativo/999-interativo	0	0	2026-02-26	2026-04-01	HTML	
999WRLD999/Version-0.9.2-Roblox-ToolPack	1	3	2020-11-25	2020-11-29	Python	
99lash/roblox-studio-luau-boilerplate	0	0	2026-08-26	2026-08-26	Lua	
99LevelsUp/DockWidgetPluginGuiTools	0	0	2023-01-28	2023-04-15	Lua	MIT
9Dion/roblox-gpu-saverBETTER	0	0	2023-04-03	2023-04-03		GPL-3.0
9ICESAD/LoS	0	0	2025-07-16	2025-07-16	Lua	
9kwr/Paradox	1	0	2026-03-22	2026-03-22	Luau	
9kwr/Tasability	0	0	2025-12-29	2026-03-21	Luau	
9micedev/RobloxPlaceUploader	1	1	2024-12-28	2026-04-20	Python	MIT
9mlixokkj-coder/Chars-S-o-Paulo	0	0	2026-04-17	2026-05-16	JavaScript	
9nunya/FrameworkLuau	0	0	2025-10-30	2026-01-27	Luau	
9q7n/luau-snowflake	2	0	2025-03-23	2025-03-23	Luau	MIT
9q7n/RobloxGroupSDK	1	0	2025-03-23	2025-03-23	PHP	MIT
9q7n/Vote-System	1	0	2025-03-23	2025-03-23		
9srow/NeonUI	1	0	2025-09-14	2025-09-14	Lua	
9stemariecurie-alt/CopyLinkGui	0	0	2025-10-19	2025-10-19	Lua	
9to5ai/roblox-earnings-dashboard	0	0	2026-04-29	2026-04-29	TypeScript	
9xac/Executors	0	0	2025-05-25	2025-05-25		
9XavierX/Lucid-Ware	0	0	2022-04-26	2022-06-02	Lua	
A-Boring-Square/roblox-compact-sidebar	0	0	2026-04-10	2026-04-10	CSS	MIT
A-Hell/WIPLocal	0	0	2025-07-04	2025-08-14	Luau	
A-Ricemusic/GreekRpgRoblox	0	0	2026-08-04	2026-08-05	TypeScript	MIT
A-Ricemusic/roblox-game-rpg	0	0	2026-08-03	2026-08-04	TypeScript	
A-Ricemusic/RPG-Template	3	1	2022-10-24	2024-12-12	Lua	
A-Sidney/Roblox_Calculator_lua	0	0	2022-10-25	2022-11-26	Lua	BSD-2-Clause
A-T-L-A-S-Development/ATLAS	1	0	2025-10-19	2026-09-02	HTML	MIT
a00573942/New2	0	0	2023-09-14	2023-09-21	Python	
a01635117-pixel/frontlines-roblox	0	0	2026-09-24	2026-09-24	Luau	AGPL-3.0
A01706155/RobloxMonarca	0	0	2023-05-05	2023-05-05	Lua	
a04855089-hash/RobloxCombatSystem	1	0	2026-02-14	2026-02-14	Lua	
a1iluv/custom-rblx-promise	0	0	2024-05-20	2024-05-20	Lua	MIT
a1iluv/Rodiscord-api	0	0	2024-04-27	2024-04-27		MIT
A1senGO/Roblox-ID-Generator	0	0	2026-08-03	2026-08-03	HTML	
A229lexxDev/Roblox-CarSpawn	0	0	2026-06-26	2026-06-26	Lua	NOASSERTION
A229lexxDev/Selector-de-uniformes-roblox-	0	0	2026-06-26	2026-06-26	Lua	NOASSERTION
A321neoBOI/ptfs-charts-main-JpgConverted	4	0	2022-11-19	2022-11-19		
A4DI30/Mallu-hangout-place-	0	0	2025-10-07	2025-10-07		
a4onym/rblxMathLibrary	1	0	2022-03-27	2022-03-27	Lua	MIT
a55uka/estim-suite	0	0	2025-01-12	2025-01-12	Just	
a6xa3/roblox_unblock	0	0	2025-12-10	2025-12-10		
a97ppzonepro-ux/Roblox	0	0	2026-08-02	2026-08-12		
a9966187-lab/Cupcake-Mariah-	0	0	2025-10-29	2025-10-29		
AA-Franz/OD_ExampleCameraScript	3	0	2025-08-30	2026-07-06	Luau	
aaa826/Quiz.It	0	0	2022-01-08	2022-01-08		
AAAA-sys32/FrogHub	0	0	2022-02-02	2022-02-02		
aaaaaaaaaaaaaaaaaaaaer/XeNOX-Library	0	0	2026-04-25	2026-09-16	Lua	
aaaaakif1/eight-ball-knockout-game	0	0	2026-06-23	2026-06-23		
AAAAAXfda-zz/Roblox-trunk	0	0	2022-02-12	2022-02-12	C#	MIT
aaaasfi9696-alt/SammySnapStudioLite	0	0	2025-11-12	2025-11-12	Luau	GPL-3.0
aaabsh11/Nasa-Space-Apps-Challenge	0	0	2024-10-05	2025-04-05	JavaScript	
aaaditt/demon-slayer-roblox	0	0	2026-09-15	2026-09-21	Luau	
Aaaong/Acolyte	0	0	2026-09-07	2026-09-23	Lua	
aaaxel-54/royale-high-script-studio	0	0	2025-08-09	2025-08-09		
aabeey/Web-Sentimen-Roblox	0	0	2026-02-05	2026-02-09	Python	
aabiskar7q/Net	0	0	2026-06-29	2026-07-03	Luau	MIT
aadi-afk-make/roblox-success-journey	0	0	2026-09-02	2026-09-02		
aadishtheengineer/99-Nights-in-the-forest-	0	0	2026-07-08	2026-07-08	HTML	
Aaditya-Paul-Git/Water-VFX	0	0	2024-12-27	2024-12-27	Lua	
Aahanjain1221/Roblox12	0	0	2023-04-03	2023-04-03	HTML	
Aahjai/star-glitcher-v3-edited-version	0	0	2020-05-07	2019-09-25		
aal3-33/discord.luau	0	0	2025-01-29	2025-01-29	Lua	
aalala18d/LuaC-Roblox	1	0	2021-04-10	2019-08-31		
aaleenn/Projects	1	0	2025-10-01	2025-10-08	Luau	
aalvaariitoo09/-SR-RP-Sede-de-Roblox-Espa-a-RP	0	0	2026-07-24	2026-07-24		
aalvaariitoo09/Sede-de-Roblox	0	0	2026-07-24	2026-07-24		
AalyTokombaev/whygoogler	0	0	2022-06-12	2022-06-12	Python	
aanababnaananana-bit/Emergency-Hamburg-Privat-Server-Bot	0	0	2026-01-22	2026-01-22		
Aanuszkiewicz/CrescentHills	1	0	2023-09-12	2023-09-12	Lua	
aaradhyadistributors05-ui/roblox-python	0	0	2026-08-26	2026-08-26		
aaravcreator47-hue/Aaravcreator047	0	0	2026-01-22	2026-01-22		
aaravss1/Integrating-VR-controls-in-Roblox	2	1	2023-11-11	2024-07-22	Lua	
aarextiaokhiao/Really-Grass-Cutting-Incremental	0	58	2022-08-16	2024-01-23	JavaScript	MIT
aaronaalmendarez/roblox-mcp	2	1	2026-02-11	2026-04-20	TypeScript	MIT
aaronaco/pii-intent-classifier-lib	0	0	2026-04-30	2026-05-01	Python	MIT
aaronateataco/robloxbanwave	0	0	2026-05-26	2026-08-07	HTML	
aaronbiado313-hub/roblox-game-pass-maker	0	0	2026-09-13	2026-09-14	JavaScript	
aarondyejr/minima-repro-run-conditions	0	0	2026-03-17	2026-03-17	Luau	
Aaronfan56/Coin-Simulater-Updates	0	0	2023-07-13	2023-08-04	Lua	
Aaronfan56/Data-Saving-For-Roblox	0	0	2023-07-12	2023-07-12	Lua	
Aaronfan56/Roblox-Games	4	0	2023-07-12	2023-07-20	Lua	
Aaronfan56/Simulator	0	0	2023-07-04	2023-07-04	Lua	
AaronJonk/RbxAPI	0	0	2018-07-18	2018-07-18	PHP	
AaronKom/neoblocks	0	0	2017-07-08	2017-07-07		MIT
AaronMontano99/dog-days	0	0	2026-08-12	2026-08-12	Luau	
aaronnavarroorellana09-netizen/-STARZKING-CODES	0	0	2026-08-10	2026-08-10		
aaronnguyencs/BW-Ro_Script	0	0	2026-04-15	2026-04-16	Python	
aaronsuns/roblox-dragonball	0	0	2026-04-17	2026-04-18	Lua	
aarontheluanerd/kanvu-prism	3	0	2025-12-30	2026-07-19	Luau	Apache-2.0
aarontheluanerd/LunarOS-9-DevKit	0	0	2025-08-04	2025-08-08		MPL-2.0
aarontheluanerd/openresolve-roblox-dns	1	0	2025-12-31	2025-12-31	Lua	Unlicense
aasemalmasri64-star/best-game-in-roblox	0	0	2025-12-10	2025-12-10		AGPL-3.0
Aaser-ssl/-RobloxFreescript1	0	0	2026-03-26	2026-03-26		BSL-1.0
aashloi/myrbuilib	0	0	2026-01-27	2026-01-27	Lua	
Aastromen/Robloxers	0	0	2018-10-09	2018-11-06		
aasulaiman0613-boop/kidlang	0	0	2026-01-18	2026-07-28	Python	MIT
aauuzyy/Cipher-V1-RBot	0	0	2025-10-23	2025-10-23	Python	
abadadaoalkl-droid/Roblox-Heroes-Academy-Mode-	0	0	2026-05-26	2026-05-26		
Abadima/Abadimas-Follow-Explodinator-9000	0	0	2025-03-31	2025-06-17	JavaScript	MIT
abarmoth/ROBLOX	0	0	2024-06-17	2024-06-17	HTML	
abaw7/roblox-cmdutl	1	0	2012-06-02	2012-06-02	Lua	
Abbby1007/Roblox_Game	0	0	2025-08-02	2025-08-06	Luau	
abbie00083-gif/ribbit	0	0	2026-07-08	2026-07-08		
abcmateusz/DoorLockScript	0	0	2024-08-10	2024-08-10	Lua	
abcmateusz/GamePlayTimer	0	0	2024-08-10	2024-08-10	Lua	
abcmateusz/Npc-Animation-Script	0	0	2024-08-10	2024-08-10	Lua	
abcmateusz/Npc-Chat-Script	0	0	2024-08-10	2024-08-10	Lua	
AbcreatorDev/BetterGamepassService	0	0	2021-07-12	2024-11-06	CSS	Unlicense
AbcreatorDev/BetterMarketplaceService	0	0	2022-07-15	2022-07-15		MIT
abd-lebnani/libraries	0	0	2026-01-10	2026-01-10	Luau	Apache-2.0
abdallamhtemraz-cmd/roblox-ai-server	0	0	2026-01-12	2026-01-13	Python	
abdedarghal111/Radial-color-picker	0	0	2024-03-04	2024-03-04	Lua	Apache-2.0
abdelhakim-boutrid/roblox-code-library	0	0	2026-06-09	2026-06-10	Lua	
Abdidev1/Badges-for-Absolutely-Everything	0	0	2026-05-21	2026-06-19	Luau	
Abdidev1/Interstellar-Glass-Bridge-	0	0	2026-05-18	2026-06-23	Luau	
Abdidev1/Pixel-Climb	0	0	2026-03-10	2026-05-18	Luau	MIT
Abdidev1/UntitledExperience	0	0	2026-04-24	2026-06-09	Luau	MIT
abdogood399/Roblox-Tool-Desktop-Utility-Settings-Manager-Backup-Utility	0	0	2026-03-09	2026-03-09		MIT
Abduhakimov2013/roblox-log-in-page-	1	0	2026-02-02	2026-02-02	CSS	
